Nº ANP;TITULO;EMPRESA RESPONSÁVEL;DEMAIS PROPONENTES;QUALIFICAÇÃO;OBJETIVO;ÁREA;TEMA;SUBTEMA;EXECUTOR 1;EXECUTOR 2;EXECUTOR 3;EXECUTOR 4;EXECUTOR 5;EXECUTOR 6;EXECUTOR 7;EXECUTOR 8;Nº AUTORIZAÇÃO;DATA INÍCIO;PRAZO;VALOR CLAUSULA
20805-8;Implantação da Infraestrutura do Laboratório de Micropaleontologia Aplicada da Universidade Federal de Pernambuco;PETROBRAS;0;INFRAESTRUTURA - REFORMA E EQUIPAMENTOS;Implantar a estrutura básica do Laboratório de Micropaleontologia Aplicada da Universidade Federal de Pernambuco com os equipamentos necessários para o desenvolvimento de todas as etapas da pesquisa micropaleontológica, visando alavancar esta área do conhecimento no Nordeste brasileiro e contribuir na pesquisa aplicada à prospecção de hidrocarbonetos.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;ESTUDOS GEOLÓGICOS DAS BACIAS SEDIMENTARES;UFPE - Laboratório de Geologia Sedimentar e Ambiental;;;;;;;;1242/2018;17/07/2019;24; R$ 2.215.438,98 
20996-5;Aquisição de Infraestrutura para atualização e desenvolvimento de projeto de P&D relacionado a Elaboração de metodologias para avaliação de parâmetros operacionais sobre o desempenho da medição de vazão de escoamento multifásicos;PETROBRAS;0;INFRAESTRUTURA - REFORMA E EQUIPAMENTOS;"O objetivo geral deste projeto de infraestrutura eh adquirir, montar, instalar e disponibilizar a estrutura necessária e suficiente para execução das atividades previstas no projeto de P&D relacionado, intitulado ""Elaboração de metodologias para avaliação de parâmetros operacionais sobre o desempenho da medição de vazão de escoamento multifásicos"" para elaborar metodologias básicas de análise e avaliação do efeito de características operacionais multifásicas sobre o processo de medição da vazão.";GÁS NATURAL;PRODUÇÃO E PROCESSAMENTO;PROCESSAMENTO EMBARCADO;UFES - Núcleo de Estudos em Escoamento e Medição de Óleo e Gás - NEMOG;;;;;;;;0085/2019;18/07/2019;24; R$ 1.221.453,91 
21360-3;VisOrg - Sistema de Visualização Imersiva de afloramentos de rochas geradoras;PETROBRAS;0;PESQUISA APLICADA;Desenvolver um sistema imersivo e interativos de visualização e interpretação de modelos virtuais de afloramentos de rochas geradoras.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;TÉCNICAS DE AQUISIÇÃO, PROCESSAMENTO E INTERPRETAÇÃO DE DADOS GEOFÍSICOS;UNISINOS - GEOARQ;;;;;;;;;22/05/2019;36; R$ 6.682.979,97 
21361-1;Sistema alternativo de remoção de rocha para perfuração;PETROBRAS;0;PESQUISA APLICADA;Aumento da taxa de penetração nos carbonatos do Pré-Sal através da utilização de um sistema alternativo de remoção de rocha para perfuração;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;ENGENHARIA DE POÇO;PERFURAÇÃO E COMPLETAÇÃO - TÉCNICAS E TECNOLOGIAS;PETROBRAS;;;;;;;;;07/06/2019;42; R$ 981.469,44 
21362-9;Amostras de Calha em Tempo Real (GOLD-AUTOMUD);REPSOL;0;PROTÓTIPO OU UNIDADE PILOTO;O objetivo principal desse projeto é analisar todos os fatores que afetam o carreamento de cascalhos e, com base neles, desenvolver um sistema avançado de aquisição, processamento e transmissão de dados e de traçadores os quais permitam determinar com maior precisão o tempo de retorno de amostra de calha. Adicionalmente, serão escopos desse projeto a criação de um sensor de flow out para validação do tempo de retorno e uma plataforma para avaliação de geopressões.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;PETROFÍSICA, PERFILAGEM DE POÇOS E AVALIAÇÃO DE FORMAÇÕES;REPSOL;GEOWELLEX DO BRASIL SERVICOS PETROLIFEROS LTDA  - ME;;;;;;;;15/06/2019;24; R$ 5.181.705,09 
21363-7;Ferramenta de Otimização Inteligente para a gestão de reservatórios baseada em modelo de reservatórios e seus campos de saturação (RESSIM-STORMS);REPSOL;0;PESQUISA APLICADA;O presente projeto visa introduzir mais conhecimento e inteligência da engenharia de reservatórios nas estratégias de simulação e otimização de reservatórios. Assim, aumentar os rendimentos dos reservatórios e reduzir os custos computacionais desse processo.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;ENGENHARIA DE RESERVATÓRIO (SIMULAÇÃO DE FLUXO);UnB - GRACO - Grupo de Automação e Controle;ENGINEERING SIMULATION AND SCIENTIFIC SOFTWARE LTDA;REPSOL;;;;;;;17/06/2019;24; R$ 3.687.040,59 
21364-5;Desenvolvimento de Polímeros para Fabricação de Tubos e Liners para uso em Poço de Petróleo;PETROBRAS;0;PESQUISA APLICADA;Desenvolver novos materiais poliméricos para substituir os tubos de SDSS;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;ENGENHARIA DE POÇO;PERFURAÇÃO E COMPLETAÇÃO - TÉCNICAS E TECNOLOGIAS;PETROBRAS;;;;;;;;;25/04/2019;60; R$ 11.992.123,20 
21365-2;Análise de incertezas no acoplamento explícito fluxo-tensão-químico em reservatórios com falhas e fraturas.;PETROBRAS;0;PESQUISA APLICADA;O objetivo principal é melhorar a caracterização das incertezas em campos de óleo e gás com a presença de falhas e sua região de dano pela identificação de cenários extremos, além de instrumentalizar o nosso grupo para operar com micromodelos com interesse na obtenção de informações relacionadas a fraturas.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;ENGENHARIA DE RESERVATÓRIO (SIMULAÇÃO DE FLUXO);UFC - Grupo de Simulação Integrada em Multiescala (GSIM);;;;;;;;;19/07/2019;30; R$ 2.954.554,04 
21366-0;Propagação de ondas acústicas dispersivas em poço preenchido por fluido: análise computacional para processamento de sinais e modelagem numérica.;PETROBRAS;0;PESQUISA APLICADA;O objetivo principal deste projeto é iniciar em instituições de pesquisa brasileiras grupos de trabalho especializados no problema de ondas dispersivas em poços preenchidos por fluido. Contamos com uma equipe composta por três instituições que trabalhará no processamento de dados e na formulação teórica do problema. Nossa ideia é que estas frentes convirjam no futuro, de forma que tenhamos uma plataforma unificada de tratamento e ajuste de dados experimentais.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;TÉCNICAS DE AQUISIÇÃO, PROCESSAMENTO E INTERPRETAÇÃO DE DADOS GEOFÍSICOS;UNICAMP  - Grupo de Propriedades Ópticas - IFGW;;;;;;;;;22/07/2019;24; R$ 688.838,99 
21367-8;Estudo da compartimentação tectônica da crosta e do manto superior sob o Cráton Amazônico com técnicas sismológicas;PETROBRAS;0;PESQUISA APLICADA;Estudar a estrutura sísmica da crosta e do manto superior sob o Cráton Amazônico utilizando técnicas sismológicas, visando definir os limites dos blocos paleoarqueanos que se aglutinaram para a formação deste Cráton durante o paleo e mesoproterozóico, e assim contribuir para o entendimento da sua evolução tectônica e dos mecanismos formadores de suas bacias interiores;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;TÉCNICAS DE AQUISIÇÃO, PROCESSAMENTO E INTERPRETAÇÃO DE DADOS GEOFÍSICOS;UnB - Instituto de Geociências - IG;;;;;;;;;23/07/2019;36; R$ 2.604.443,55 
21368-6;Atenuação de cargas pela interação solo-estrutura em linhas de ancoragem.;PETROBRAS;0;PESQUISA APLICADA;"Dotar a Petrobras da capacidade de realizar estimativas mais precisas da atenuação de carga pela interação solo-amarra ao longo do segmento imerso em solo de linhas de ancoragem tipo ""taut leg"", de modo a tornar mais econômico e seguro o projeto do sistema de ancoragem de plataformas em águas profundas.";EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;UNIDADES FLUTUANTES DE PRODUÇÃO, SISTEMAS DE ANCORAGEM E AMARRAÇÃO E POSICIONAMENTO DINÂMICO;UFRGS - Programa de Pós-Graduação em Engenharia Civil;;;;;;;;;23/07/2019;24; R$ 2.590.602,99 
21369-4;CONFIABILIDADE NA INSPEÇÃO POR ULTRASSOM DO PONTO TRIPLO NA FABRICAÇÃO DE TUBOS LINEADOS;PETROBRAS;0;PESQUISA APLICADA;Realizar um estudo de confiabilidade através de curvas PoD (probabilidade de detecção) visando estabelecer a capacidade de detecção da técnica de phased array na inspeção de defeitos localizados na região do ponto triplo de tubos lineados durante a etapa de fabricação. Serão avaliadas distintas metodologias de inspeção (isto é, a aplicação de diferentes leis focais,  incluindo o método FMC/TFM), visando elaborar um procedimento de inspeção baseado nas abordagens que se mostrem mais eficazes.;TEMAS TRANSVERSAIS;MATERIAIS;INTEGRIDADE ESTRUTURAL, SOLDAGEM E CARACTERIZAÇÃO DE MATERIAIS;UFRJ - LNDC - Laboratório de Ensaios Não Destrutivos, Corrosão e Soldagem;;;;;;;;;23/07/2019;24; R$ 1.573.937,29 
21371-0;ProArCO2 - Projeto de Armazenamento Geológico de CO2;PETROBRAS;0;PESQUISA APLICADA;Levantamento de potenciais áreas para captura geológica de CO2, em bacias sedimentares brasileiras, com foco principal em formações basálticas. Avaliação preliminar técnico/econômica através do ranking das áreas potenciais. Investigação via experimentos em amostras de basaltos brasileiros da reatividade da assembleia mineral na presença de H2O + CO2 em condições de P e T de reservatório.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;CAPTURA E ESTOCAGEM DE CO2;PETROBRAS;;;;;;;;;01/07/2019;24; R$ 369.931,50 
21373-6;Desenvolvimento de Técnicas de Aprendizado de Máquina para Análise de Dados Complexos de Produção de um Campo do Pré-Sal;SHELL;0;PESQUISA APLICADA;O objetivo do projeto é combinar técnicas avançadas de aprendizado de máquina para recriar situações de produção com base nos inúmeros e diversos sensores de um ou mais poços e plataformas do Pré-Sal brasileiro. Por exemplo, espera-se que o modelo crie vários cenários de produção através da manipulação de parâmetros como taxas de injeção de água e gás. Isso viabilizará investigações detalhadas sobre informações do passado sobre diferentes perspectivas.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;MEDIÇÃO DA PRODUÇÃO - NOVAS TECNOLOGIAS E PROCEDIMENTOS;SHELL;UNICAMP  - Centro de Estudos de Petróleo - CEPETRO;;;;;;;;15/07/2019;50; R$ 12.561.238,55 
21374-4;Aplicações de supercapacitores para equipamentos submarinos;PETROBRAS;0;DESENVOLVIMENTO EXPERIMENTAL;Desenvolvimento de alternativas ao uso de baterias em ambiente submarino que apresentam maior confiabilidade e requerem menor manutenção.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;DESENVOLVIMENTO DE EQUIPAMENTOS;PETROBRAS;;;;;;;;;18/06/2019;43; R$ 614.016,26 
21375-1;Processamento e interpretação de dados magnetoestratigráficos do Cretáceo das Bacias Brasileiras.;PETROBRAS;0;PESQUISA APLICADA;Aplicar a magnetoestratigrafia à indústria do petróleo, de modo a realizar a datação relativa em rocha e a correlação entre seções de diferentes regiões do planeta.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;ESTUDOS GEOLÓGICOS DAS BACIAS SEDIMENTARES;UFRGS - Instituto de Geociências UFRGS;;;;;;;;;26/07/2019;36; R$ 1.635.659,29 
21137-5;Infraestrutura para laboratório de reologia de hidratos;PETROBRAS;0;INFRAESTRUTURA - REFORMA E EQUIPAMENTOS;O objetivo deste projeto é a melhoria da infraestrutura laboratorial do Grupo de Reologia da PUC-Rio, a fim de possibilitar a análise da reologia das pastas de hidratos, e o efeito dos cristais de hidratos na estabilidade de emulsões água em óleo.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;MÉTODOS E PROCESSOS DE ESCOAMENTO;PUC-Rio - Grupo de Reologia;;;;;;;;0222/2019;29/07/2019;12; R$ 1.004.514,35 
21376-9;Desenvolvimento de Técnicas de Deep Learning, no contexto da integração Rocha-Perfil-Sísmica, com foco na caracterização faciológica de reservatórios carbonáticos no Pré-sal.;PETROBRAS;"TOTAL; SHELL; CNODC; CNOOC";PESQUISA APLICADA;"Este projeto visa, a partir da tecnologias de rocha digital e algoritmos de aprendizagem de máquina, caracterizar as amostras de rocha do campo de LIBRA, no contexto geológico e petrofísico, de forma otimizada e precisa. Esta caracterização será integrada às escalas dos perfis e da sísmica, buscando otimizar de forma preditiva, os macros padrões de distribuição faciológicas observados ao longo de todo o
reservatório.";EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;DESENVOLVIMENTO DE NOVOS ALGORITMOS;ROCKCARE DIGITAL GEOFISICA LTDA.;;;;;;;;;30/07/2019;24; R$ 5.352.152,88 
20987-4;Infraestrutura Complementar para Execução do Projeto de Soldagem em Operação em Alta Temperatura;PETROBRAS;0;INFRAESTRUTURA - REFORMA E EQUIPAMENTOS;"O objetivo geral é viabilizar e garantir que sejam obtidos os resultados adequados propostos no projeto ""Técnicas especiais de soldagem em operação para manutenção em refinarias"", SIC 2018/00341-6.";TEMAS TRANSVERSAIS;MATERIAIS;CORROSÃO E PROTEÇÃO;UFC - Laboratório de Pesquisa e Tecnologia em Soldagem - LPTS;;;;;;;;0164/2019;30/07/2019;12; R$ 1.965.285,50 
20713-4;Infraestrutura de Pesquisa e Desenvolvimento para Consolidação da Tecnologia da Boia Meteoceanográfica Nacional;PETROBRAS;0;INFRAESTRUTURA - REFORMA E EQUIPAMENTOS;Modernizar a infraestrutura de laboratórios e pátio de boias do Centro de Hidrografia da Marinha (CHM), realizar a aquisição dos materiais e instrumentos que serão objeto de estudos e experimentos em projeto vinculado de Pesquisa e Desenvolvimento (P&D), cujo objetivo será consolidar a tecnologia da Boia Metoceanográfica Nacional (BMO-BR). Em adição, readequar os meios navais que serão utilizados para realizar as atividades de campo.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;IMPACTOS AMBIENTAIS;CHM - Divião de Oceanografia Operacional;;;;;;;;0082/2019;30/07/2019;36; R$ 8.164.814,33 
21377-7;Suíte de Ferramentas Avançadas de Realidade Virtual para Treinamento, Telepresença e Suporte a Planejamento Operacional.;PETROBRAS;0;PESQUISA APLICADA;O objetivo geral do projeto é o desenvolvimento de novas metodologias e ferramentas de trabalho que se beneficiem das vantagens cognitivas proporcionadas pelos ambientes virtuais imersivos para capacitação de operadores, telepresença e detecção de riscos operacionais, e também para planejamento e acompanhamento de atividades e processos de construção, montagem e manutenção de instalações industriais.;TEMAS TRANSVERSAIS;SEGURANÇA E MEIO AMBIENTE;MODELAGEM E PREVENÇÃO DE IMPACTOS AMBIENTAIS;PUC-Rio - Instituto TECGRAF de Desenvolvimento de Software Técnico-Cientifíco da PUC-Rio;;;;;;;;;29/07/2019;36; R$ 9.981.472,52 
21378-5;Avaliação do potencial de formações argilosas e evaporíticas atuarem como barreira externa ao revestimento para o abandono de poços;SHELL;0;PESQUISA APLICADA;A presente proposta foca no entendimento dos elementos fundamentais que controlam o fechamento do anular pela formação rochosa e no desenvolvimento de uma metodologia computacional de fluência que seja utilizado para qualificação de rochas argilosas e evaporíticas como barreiras de segurança no descomissionamento de poços de petróleo. O conhecimento será construído através do desenvolvimento de ensaios laboratoriais e simulações computacionais.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;ENGENHARIA DE POÇO;MANUTENÇÃO E INSPEÇÃO - SEGURANÇA;SHELL;PUC-Rio - Grupo de Tecnologia e Engenharia de Petroleo - GTEP;;;;;;;;18/07/2019;36; R$ 4.395.439,60 
21379-3;Bacia dos Parecis: 2-ANP-6-MT e integração de dados, superfície e subsuperfície.;PETROBRAS;0;PESQUISA BÁSICA;Este projeto tem como objetivo geral estabelecer a estratigrafia da bacia dos Parecis, com ênfase nas unidades do Neoproterozoico/Cambriano. Para atingir esse objetivo serão utilizados os dados geológicos dos poços, PB-01-RO, 2-ANP-06-MT, 2-ANP-04-MT, 2-SM-1-MT, 2-FI-01-MT e da geologia de superfície, incluindo também perfurações rasas testemunhadas na borda sul da bacia.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;ESTUDOS GEOLÓGICOS DAS BACIAS SEDIMENTARES;UnB - Instituto de Geociências - IG;;;;;;;;;31/07/2019;48; R$ 3.880.267,84 
21380-1;Desenvolvimento de tecnologia para remoção de contaminação por água em óleo utilizando hidrogéis.;PETROBRAS;0;DESENVOLVIMENTO EXPERIMENTAL;"Este trabalho tem como objetivo geral o desenvolvimento de tecnologia que utiliza polímeros reticulados de cadeias tridimensionais
altamente hidrofílicos, denominados hidrogéis, para remoção de água em óleos com aplicações industriais como lubrificantes, óleos
dielétricos e óleo combustível destinado a grandes máquinas.";EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;MEDIÇÃO DA PRODUÇÃO - NOVAS TECNOLOGIAS E PROCEDIMENTOS;UNICAMP  - Centro de Estudos de Petróleo - CEPETRO;;;;;;;;;31/07/2019;36; R$ 1.655.870,70 
20942-9;Aquisição de equipamentos para solicitações de cargas dinâmicas na interação solo-estrutura em linhas de ancoragem.;PETROBRAS;0;INFRAESTRUTURA - REFORMA E EQUIPAMENTOS;"Dotar o setor da economia Brasileira de petróleo e gás natural pela capacidade de realizar estimativas mais precisas da atenuação de carga pela interação solo-amarra ao longo do segmento imerso em solo de linhas de ancoragem tipo ""taut leg"", de modo a tornar mais econômico e seguro o projeto do sistema de ancoragem de plataformas em águas profundas.";EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;UNIDADES FLUTUANTES DE PRODUÇÃO, SISTEMAS DE ANCORAGEM E AMARRAÇÃO E POSICIONAMENTO DINÂMICO;UFRGS - Programa de Pós-Graduação em Engenharia Civil;;;;;;;;1255/2018;31/07/2019;12; R$ 591.094,30 
21381-9;Desenvolvimento de ferramentas computacionais para modelagem em tempo real da integridade de estrutura de poço;PETROBRAS;0;PESQUISA APLICADA;O objetivo deste projeto é disponibilizar uma plataforma que, em tempo real, interprete os valores dos sensores dos poços, e, usando modelos de engenharia de poço, transforme essas informações em fatores de segurança, para facilitar a interpretação do quão perto da falha um determinado poço se encontra. Inicialmente, o modelo usado será o de revestimentos de poços de petróleo, disponível no sistema SCORE, o qual será adaptado para essa análise em tempo real.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;ENGENHARIA DE POÇO;ESTABILIDADE DE POÇOS;UFAL - Laboratório de Computação Científica e Visualização - LCCV/UFAL;;;;;;;;;31/07/2019;36; R$ 5.991.521,12 
